file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/DORA_FinReg-2022--4.txt;608;214;365;86;830;97;4;3;1976
