file_name;RegulatoryOperators;UniqueRegulatoryOperators;Operands;UniqueOperands;Operators;UniqueOperators;WordCount
../010_raw_documents/DORA_FinReg-2022--2.txt;216;28;1966;365;1795;186;5442
