file_name;RegulatoryOperators;UniqueRegulatoryOperators;Operands;UniqueOperands;Operators;UniqueOperators;WordCount
../010_raw_documents/DORA_Initial-2020_IA.txt;975;68;18065;1131;15876;527;47471
