file_name;RegulatoryOperators;UniqueRegulatoryOperators;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/DORA_FinReg-2022--7.txt;1152;337;564;113;1212;110;101;24;5;3;2754
