file_name;RegulatoryOperators;UniqueRegulatoryOperators;Operands;UniqueOperands;Operators;UniqueOperators;WordCount
../010_raw_documents/DORA_FinReg-2022--0.txt;519;57;5391;728;4906;373;15228
