file_name;RegulatoryOperators;UniqueRegulatoryOperators;Operands;UniqueOperands;Operators;UniqueOperators;WordCount
../010_raw_documents/DORA_EP_PA-2022.txt;1452;76;14958;974;13889;463;43189
